12763,400
97971,850
17281,707
62,912
69494,83
63247,508
89638,71
36275,395
87555,133
85028,467
30913,375
101805,19
30360,430
16733,436
33027,503
81418,155
29580,164
94575,341
22080,160
90105,71
4670,439
46500,141
17184,144
108082,494
108796,631
32985,503
27105,907
16972,170
107873,228
14354,400
97759,850
13007,193
44001,461
101244,892
15045,334
1944,457
39407,275
14431,313
83056,361
79921,745
65582,568
93473,666
50978,462
96960,836
49275,464
9429,926
54566,91
83026,361
56148,477
29670,640
23770,225
42691,452
41462,691
63580,657
109636,653
60705,30
62189,486
60447,683
60592,237
28589,658
40050,458
107654,667
11024,361
35134,395
81226,393
20234,604
105843,513
42774,452
52454,697
64609,569
97235,3
46599,141
27246,880
88615,529
102150,630
50247,173
46234,663
16858,436
98307,3
91316,638
88945,71
35676,413
19131,160
84758,108
84284,688
46129,663
103871,193
52680,248
34834,455
53613,11
5229,835
25172,166
1835,457
48388,107
96053,272
73364,616
93652,364
72319,320
107533,444
48632,39
78009,523
18042,609
67781,522
21532,550
2401,267
11472,692
8956,120
9295,925
102496,139
22946,225
89689,451
66831,740
20955,550
27276,51
87095,445
20947,550
5793,545
108357,128
24897,895
49415,248
82266,792
68197,400
83799,191
30842,82
83577,108
45136,47
85297,701
102892,625
32153,430
40863,137
12828,400
108436,128
99576,625
98727,3
98735,518
17201,436
26337,558
33174,395
7942,692
40298,108
60559,683
28732,313
107405,485
1625,575
17110,707
26810,107
88347,706
102882,625
30521,686
734,351
26746,166
63740,228
75454,616
102935,894
52095,247
13655,482
54181,412
95494,272
15801,612
70330,83
108042,653
98117,542
90976,638
96052,272
94721,846
81716,473
76542,838
18055,609
82442,317
78388,366
18878,160
66914,267
25695,795
29870,658
14187,400
71088,492
58091,533
45239,717
50517,361
97076,3
56745,710
90827,416
50602,462
68755,203
28160,907
91998,666
110424,128
110226,653
99443,178
92308,725
14179,400
61934,486
83413,361
73274,571
32868,395
14175,400
30770,330
86690,445
47714,141
23689,225
50580,462
39700,109
10197,249
72022,428
86821,561
103510,610
39306,572
43868,461
78452,403
40722,377
70010,80
84017,467
22922,607
104396,547
71325,216
9613,925
105819,444
63822,657
52452,697
104599,746
73642,208
89077,512
51773,169
49372,363
81040,403
88804,879
64785,568
10269,911
57245,397
7568,361
97328,836
64394,749
100870,855
46143,663
32243,183
53620,576
110756,631
4351,651
13727,454
8784,120
59322,30
59284,433
4381,575
33155,395
38038,452
42375,179
50543,341
68065,669
65199,277
94015,586
52679,453
27355,51
15088,628
97435,694
108602,494
56923,117
51198,453
4770,81
68679,841
36490,481
1474,72
23024,225
66885,740
39701,109
13521,193
39595,275
12935,454
41625,498
17272,707
39364,275
76832,635
103218,193
63593,38
59615,237
49820,363
86761,284
79752,245
35927,299
73216,428
42667,373
92160,364
88843,750
19547,550
76562,736
68060,669
109031,494
8984,120
50210,615
87052,600
109811,274
7380,226
34206,689
5750,761
52108,615
71196,282
56293,533
105740,513
99481,625
48213,806
15740,454
62095,486
37859,119
534,596
9734,459
6054,698
41666,691
65688,566
88538,284
39270,458
19440,550
84435,688
15570,209
93984,846
78419,441
98834,850
21052,550
93457,666
105303,610
15180,193
83648,108
18051,609
13254,454
65978,277
63223,486
82475,456
32707,689
15600,86
111168,822
26907,732
18705,148
87808,600
23916,224
88587,660
51890,247
29189,430
52708,462
109107,158
92079,270
4308,575
43870,461
106502,667
104415,38
110683,53
71926,156
97342,487
70287,156
26992,171
40135,595
43733,77
3438,147
48345,141
26753,171
19072,604
88261,627
32691,481
108920,631
85636,816
32453,280
29262,430
85087,701
18005,609
63888,508
14275,923
23629,10
42067,460
32630,539
2172,663
34779,395
94684,272
18117,851
13224,400
8099,761
9417,926
101750,855
52181,243
91774,666
102104,398
87540,133
111178,193
69163,410
28784,430
17472,144
93281,666
20562,218
104160,904
46276,552
8992,108
97389,3
109241,407
85469,706
101881,15
102806,398
64138,74
43564,77
6861,925
50058,248
83654,108
9553,925
1289,663
17934,707
14013,400
66269,277
46998,107
45760,77
28985,686
36544,395
95946,846
39499,458
54728,11
104214,904
27177,910
94662,846
75235,428
83846,505
42849,354
69854,219
82065,692
88101,636
93757,666
49848,462
53841,91
92751,270
41605,460
53619,576
79978,466
74344,428
107688,228
101344,840
26158,107
1897,457
31929,123
48246,107
97711,850
9716,162
18118,851
45005,136
57354,810
17385,851
87418,706
26381,171
20565,218
1512,663
82454,792
17754,707
19197,654
87809,133
76652,736
18876,148
51409,332
68621,601
22043,217
26366,171
16911,235
88971,71
6701,761
66352,568
46030,554
31035,82
51626,20
41430,691
48002,55
74066,428
58120,536
65779,624
75245,428
71082,492
36899,130
68988,682
9899,162
85303,718
56650,534
65639,267
111223,494
19588,550
64282,749
73344,616
15271,400
68551,847
95756,846
4943,459
108909,631
42948,460
101011,855
87839,133
33345,395
66600,569
61739,731
33967,395
36086,395
86954,84
55091,103
10001,162
66856,569
77095,780
89220,638
9732,925
106506,667
102200,840
15996,851
17695,707
100991,178
49738,341
62291,368
59742,156
57564,710
81846,361
57695,536
95810,846
100896,625
1440,663
94319,846
78162,402
27299,171
40035,458
19424,550
91343,451
38388,195
73706,208
66115,569
43338,580
69961,80
84873,467
76187,213
92486,125
105906,667
89442,416
107041,228
19814,495
55952,533
31277,430
24056,10
29794,658
33202,395
34358,503
71115,282
108412,128
36967,458
64326,72
66003,267
3406,22
22505,12
11570,688
25262,166
29675,658
98482,836
100623,211
3808,439
93423,43
57178,533
98338,850
82035,692
65297,424
8804,411
94719,846
23396,225
92554,125
22940,225
81591,361
53816,91
90652,374
103838,234
71543,156
12072,459
73455,428
97949,850
68334,406
97398,694
97291,836
104023,746
11462,463
103578,904
72714,428
89879,71
12287,754
72043,428
109398,494
98029,850
89629,416
69519,220
68167,522
10899,310
37779,458
6135,761
106242,734
104411,38
70390,545
19832,654
54882,103
73925,428
74407,88
94881,335
9582,459
109360,631
19535,218
60596,237
34699,376
18354,707
30784,164
46702,138
93627,270
74331,208
20907,844
53427,270
54037,412
16664,436
110611,822
59069,258
90379,374
98981,3
26184,732
23710,607
36940,254
55721,91
70453,893
7353,226
28166,171
65070,267
26654,907
99775,892
63341,228
108946,631
97471,720
34290,395
92647,125
9936,712
64176,749
107079,228
73168,428
92432,38
87591,133
13656,482
93700,666
110466,128
95068,846
29772,658
93393,666
27865,330
60343,683
44655,465
89896,852
64260,730
108968,631
48883,107
22787,224
46058,587
32895,395
90717,451
17348,707
60732,237
10230,700
65078,569
25638,732
98440,193
18986,550
25781,171
15605,209
79168,441
34007,395
58594,156
53274,435
47389,46
24388,13
30726,430
45708,136
9830,249
27217,333
13468,400
54128,743
108710,494
50579,697
41567,460
83768,108
88686,529
45946,77
63538,74
99042,518
49436,361
77663,366
43646,687
73664,208
7290,414
73063,428
76490,303
93480,666
110311,274
849,663
106530,667
1063,278
1243,663
14882,334
31093,375
84603,467
72349,763
98049,542
67147,522
84123,467
103739,739
25579,171
12234,911
9040,459
104281,610
105930,667
15043,628
61865,38
86227,445
90471,638
2490,902
16753,235
30589,649
35831,455
60271,683
36248,395
17904,735
11524,456
42480,780
96175,115
38465,195
70942,216
37016,130
78952,230
95166,21
59608,237
69537,83
76157,402
99771,892
35789,455
93215,446
68769,100
14589,789
60567,683
98126,150
6366,134
95059,846
313,663
33994,395
43355,678
17575,707
30918,375
13169,400
91233,638
56701,221
19258,218
105721,513
86101,561
76636,471
59243,517
4203,651
69886,83
96988,720
66984,624
64009,368
44985,496
104955,746
8581,564
33034,611
9754,692
1533,637
40977,108
6395,717
70541,156
98030,928
9379,911
71937,83
98162,3
77712,112
1226,267
